"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00003145","1993-12-03","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","  122",",,X","   22",",,X",,," 1416",",,X",,,,,"   10",",,X",,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-04","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  233",",,X","   94",",,X","   16",",,X",,," 0935",",,X",,,,,"   20",",,X",,,,,"   57",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-05","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","   94",",,X","   20",",,X",,," 1002",",,X",,,,,"   40",",,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-06","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","   78",",,X","    8",",,X",,," 0753",",,X",,,,,"   30",",,X",,,,,"   31",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-07","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","   78",",,X","   13",",,X",,," 1035",",,X",,,,,"   20",",,X",,,,,"   46",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-08","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  178",",,X","  100",",,X","   17",",,X",,," 1332",",,X",,,,,"   20",",,X",,,,,"   41",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-09","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","   67",",,X","   16",",,X",,," 0155",",,X",,,,,"   40",",,X",,,,,"   46",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-10","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  233",",,X","   83",",,X","   15",",,X",,," 1022",",,X",,,,,"   10",",,X",,,,,"   57",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-11","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0","T,,X","    0",",,X","    0",",,X","  250",",,X","  128",",,X","   25",",,X",,," 2329",",,X",,,,,"  290",",,X",,,,,"   87",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00003145","1993-12-12","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","  100",",,X","   30",",,X",,," 0059",",,X",,,,,"  300",",,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-13","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","   83",",,X","   13",",,X",,," 1252",",,X",,,,,"  340",",,X",,,,,"   51",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-14","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","   78",",,X","   24",",,X",,," 2359",",,X",,,,,"  260",",,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-15","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  189",",,X","   94",",,X","   36",",,X",,," 0141",",,X",,,,,"  260",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-16","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  183",",,X","   50",",,X","   13",",,X",,," 1201",",,X",,,,,"   10",",,X",,,,,"   46",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-17","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  183",",,X","   61",",,X","   21",",,X",,," 1113",",,X",,,,,"   30",",,X",,,,,"   51",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-18","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  206",",,X","  100",",,X","   21",",,X",,," 1429",",,X",,,,,"  330",",,X",,,,,"   57",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-19","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  189",",,X","   67",",,X","    6",",,X",,," 0915",",,X",,,,,"   40",",,X",,,,,"   36",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-20","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  178",",,X","   72",",,X","   36",",,X",,," 1249",",,X",,,,,"   30",",,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-21","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  178",",,X","   78",",,X","   38",",,X",,," 0503",",,X",,,,,"  360",",,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-22","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  189",",,X","   72",",,X","   32",",,X",,," 0738",",,X",,,,,"  340",",,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-23","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  183",",,X","   67",",,X","   51",",,X",,," 1158",",,X",,,,,"  350",",,X",,,,,"  134",",,X",,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00003145","1993-12-24","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  178",",,X","   83",",,X","   30",",,X",,," 1122",",,X",,,,,"   40",",,X",,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-25","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","   50",",,X","   17",",,X",,," 1451",",,X",,,,,"   10",",,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-26","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  178",",,X","   83",",,X","   11",",,X",,," 0823",",,X",,,,,"   50",",,X",,,,,"   36",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-27","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0","T,,X","    0",",,X","    0",",,X","  200",",,X","  106",",,X","    7",",,X",,," 1049",",,X",,,,,"   30",",,X",,,,,"   36",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00003145","1993-12-28","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","   78",",,X","   13",",,X",,," 1425",",,X",,,,,"  360",",,X",,,,,"   51",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-29","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","  111",",,X","   30",",,X",,," 1429",",,X",,,,,"  350",",,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-30","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","  111",",,X","   28",",,X",,," 1146",",,X",,,,,"   20",",,X",,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1993-12-31","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  228",",,X","   94",",,X","   13",",,X",,," 1212",",,X",,,,,"  360",",,X",,,,,"   46",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-01","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  228",",,X","   94",",,X","   15",",,X",,," 1033",",,X",,,,,"   40",",,X",,,,,"   57",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-02","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  233",",,X","  117",",,X","   21",",,X",,," 1213",",,X",,,,,"  340",",,X",,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-03","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","  100",",,X","   15",",,X",,," 1059",",,X",,,,,"   20",",,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-04","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  256",",,X","  106",",,X","   20",",,X",,," 0829",",,X",,,,,"   10",",,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-05","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  228",",,X","  106",",,X","   13",",,X",,," 1601",",,X",,,,,"  160",",,X",,,,,"   46",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-06","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","  117",",,X","   31",",,X",,," 1255",",,X",,,,,"  350",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-07","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  194",",,X","   72",",,X","   21",",,X",,," 1115",",,X",,,,,"   40",",,X",,,,,"   57",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-08","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","   72",",,X","   14",",,X",,," 1349",",,X",,,,,"  340",",,X",,,,,"   46",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-09","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","   44",",,X","   18",",,X",,," 1416",",,X",,,,,"  350",",,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-10","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","   56",",,X","   18",",,X",,," 1037",",,X",,,,,"  340",",,X",,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-11","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  217",",,X","   67",",,X","   17",",,X",,," 1211",",,X",,,,,"   20",",,X",,,,,"   51",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-12","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","   83",",,X","   32",",,X",,," 1212",",,X",,,,,"   10",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-13","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  233",",,X","  111",",,X","   16",",,X",,," 1626",",,X",,,,,"  360",",,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-14","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  244",",,X","  128",",,X","   20",",,X",,," 1239",",,X",,,,,"  350",",,X",,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-15","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  256",",,X","  122",",,X","    7",",,X",,," 1409",",,X",,,,,"  330",",,X",,,,,"   31",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-16","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","   94",",,X","   21",",,X",,," 1340",",,X",,,,,"  360",",,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-17","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","  100",",,X","   31",",,X",,," 1303",",,X",,,,,"   10",",,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-18","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  267",",,X","   94",",,X","   25",",,X",,," 1105",",,X",,,,,"   30",",,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-19","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  272",",,X","   94",",,X","   13",",,X",,," 1110",",,X",,,,,"   30",",,X",,,,,"   57",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-20","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  267",",,X","   78",",,X","   11",",,X",,," 0304",",,X",,,,,"  140",",,X",,,,,"   36",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-21","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  261",",,X","   94",",,X","   16",",,X",,," 1058",",,X",,,,,"   30",",,X",,,,,"   57",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-22","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  256",",,X","  122",",,X","   20",",,X",,," 1128",",,X",,,,,"   30",",,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-23","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  261",",,X","  117",",,X","    6",",,X",,," 0215",",,X",,,,,"   40",",,X",,,,,"   31",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-24","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","   89",",,X","    9",",,X",,," 2235",",,X",,,,,"  180",",,X",,,,,"   41",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-25","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    5",",,X","    0",",,X","    0",",,X","  194",",,X","   94",",,X","   34",",,X",,," 0555",",,X",,,,,"  320",",,X",,,,,"   93",",,X",,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00003145","1994-01-26","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  189",",,X","   78",",,X","   16",",,X",,," 1255",",,X",,,,,"  270",",,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-27","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0","T,,X","    0",",,X","    0",",,X","  200",",,X","   67",",,X","   17",",,X",,," 1652",",,X",,,,,"  290",",,X",,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00003145","1994-01-28","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    5",",,X","    0",",,X","    0",",,X","  189",",,X","   94",",,X","   12",",,X",,," 1638",",,X",,,,,"  290",",,X",,,,,"   46",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00003145","1994-01-29","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","   56",",,X","   14",",,X",,," 1509",",,X",,,,,"  340",",,X",,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-30","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","   50",",,X","   10",",,X",,," 1340",",,X",,,,,"   10",",,X",,,,,"   51",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-01-31","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  172",",,X","   94",",,X","   45",",,X",,," 1324",",,X",,,,,"   20",",,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-01","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  167",",,X","   78",",,X","   42",",,X",,," 0656",",,X",,,,,"  340",",,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-02","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  189",",,X","   78",",,X","   25",",,X",,," 0955",",,X",,,,,"  350",",,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-03","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0","T,,X","    0",",,X","    0",",,X","  222",",,X","   61",",,X","   11",",,X",,," 1544",",,X",,,,,"  190",",,X",,,,,"   36",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00003145","1994-02-04","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0","T,,X","    0",",,X","    0",",,X","  222",",,X","   94",",,X","   11",",,X",,," 1451",",,X",,,,,"  320",",,X",,,,,"   51",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00003145","1994-02-05","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","  117",",,X","   14",",,X",,," 1510",",,X",,,,,"  320",",,X",,,,,"   51",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-06","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  244",",,X","  100",",,X","   13",",,X",,," 0949",",,X",,,,,"   20",",,X",,,,,"   51",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-07","32.65","-114.61667","64.9","YUMA MCAS, AZ US","   66",",,X","    0",",,X","    0",",,X","  167",",,X","  128",",,X","   28",",,X",,," 2207",",,X",,,,,"  150",",,X",,,,,"   87",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00003145","1994-02-08","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0","T,,X","    0",",,X","    0",",,X","  200",",,X","  128",",,X","   25",",,X",,," 0005",",,X",,,,,"  150",",,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00003145","1994-02-09","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","   83",",,X","   14",",,X",,," 1248",",,X",,,,,"  340",",,X",,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-10","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","   89",",,X","    8",",,X",,," 1628",",,X",,,,,"  180",",,X",,,,,"   41",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-11","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  206",",,X","  117",",,X","   26",",,X",,," 1520",",,X",,,,,"  350",",,X",,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-12","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  183",",,X","  100",",,X","   39",",,X",,," 0948",",,X",,,,,"  360",",,X",,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-13","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","  100",",,X","   35",",,X",,," 1516",",,X",,,,,"  340",",,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-14","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","   89",",,X","   21",",,X",,," 0705",",,X",,,,,"  360",",,X",,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-15","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  267",",,X","   89",",,X","   10",",,X",,," 1322",",,X",,,,,"   20",",,X",,,,,"   46",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-16","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  267",",,X","  106",",,X","   12",",,X",,," 0732",",,X",,,,,"   20",",,X",,,,,"   41",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-17","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0","T,,X","    0",",,X","    0",",,X","  261",",,X","  139",",,X","   25",",,X",,," 1649",",,X",,,,,"  330",",,X",,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00003145","1994-02-18","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0","T,,X","    0",",,X","    0",",,X","  189",",,X","  106",",,X","   24",",,X",,," 1050",",,X",,,,,"  280",",,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00003145","1994-02-19","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  183",",,X","   78",",,X","   19",",,X",,," 1153",",,X",,,,,"  290",",,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-20","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  194",",,X","   78",",,X","    9",",,X",,," 1428",",,X",,,,,"  260",",,X",,,,,"   46",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-21","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0","T,,X","    0",",,X","    0",",,X","  200",",,X","  111",",,X","   21",",,X",,," 1539",",,X",,,,,"  290",",,X",,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00003145","1994-02-22","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","   72",",,X","   16",",,X",,," 1525",",,X",,,,,"   10",",,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-23","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","   89",",,X","   30",",,X",,," 1005",",,X",,,,,"   40",",,X",,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-24","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","   78",",,X","   14",",,X",,," 1157",",,X",,,,,"   10",",,X",,,,,"   41",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-25","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  267",",,X","   83",",,X","   15",",,X",,," 0952",",,X",,,,,"   30",",,X",,,,,"   46",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-26","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  261",",,X","  106",",,X","   19",",,X",,," 0243",",,X",,,,,"  140",",,X",,,,,"   51",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-27","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","  106",",,X","   13",",,X",,," 1445",",,X",,,,,"  270",",,X",,,,,"   51",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-02-28","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  267",",,X","  133",",,X","   31",",,X",,," 1014",",,X",,,,,"  340",",,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-03-01","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  289",",,X","  122",",,X","   14",",,X",,," 1125",",,X",,,,,"   30",",,X",,,,,"   57",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-03-02","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  133",",,X","   10",",,X",,," 1330",",,X",,,,,"   50",",,X",,,,,"   51",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-03-03","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  317",",,X","  122",",,X","   10",",,X",,," 1459",",,X",,,,,"  190",",,X",,,,,"   46",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-03-04","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  144",",,X","   11",",,X",,," 1443",",,X",,,,,"  210",",,X",,,,,"   41",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-03-05","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  150",",,X","   15",",,X",,," 1518",",,X",,,,,"  240",",,X",,,,,"   51",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003145","1994-03-06","32.65","-114.61667","64.9","YUMA MCAS, AZ US","    0","T,,X","    0",",,X","    0",",,X","  267",",,X","  150",",,X","   17",",,X",,," 1808",",,X",,,,,"  180",",,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
